codigo_estacion,lat,lon,nearest_aq_station,dist_km
8,39.473881223660634,-0.3752982847143531,46250049,0.4395810820221749
75,39.472113313853896,-0.35170130420295115,46250043,0.8979110468297742
86,39.4552402764855,-0.39119345191575566,46250050,0.9277611223103528
87,39.47851834019109,-0.36188033357859983,46250043,0.5792375299992254
95,39.47983533734356,-0.34611927939668474,46250046,0.25295271391761975
77,39.48497336307338,-0.36566734195835493,46250043,1.2308582847382996
90,39.47673433298103,-0.3589673254467337,46250043,0.3225253643999408
82,39.47605634238628,-0.3839144104057024,46250049,0.5478645449112798
96,39.47355431688417,-0.3482142912637639,46250046,0.9628745046739023
98,39.469680303996114,-0.348442294427372,46250043,1.338475560139305
83,39.47758533929587,-0.3669703519914759,46250043,1.148751983076513
41,39.458912276426375,-0.36477635908979195,46250054,1.8161478406891005
40,39.470466319701956,-0.3748243837183276,46250054,0.25094967631286197
47,39.45651226440267,-0.35541832880362817,46250043,2.4448721266150346
52,39.45603425797373,-0.3463402980947426,46250047,1.6726023614016667
54,39.459778273617445,-0.3526903171951741,46250043,2.1246851023286997
49,39.45298693239739,-0.3571104198826364,46250030,2.279291644136708
59,39.463088285667624,-0.3545493213542055,46250043,1.727028838851049
61,39.46129327599964,-0.34783029886743094,46250047,1.6984233722838233
71,39.46038026686525,-0.33353125122308164,46250047,0.22068824422661712
58,39.46621830848607,-0.3815864106638383,46250054,0.6474351486299001
64,39.46651829706714,-0.35419531724959286,46250043,1.3581866207585995
68,39.46280327868023,-0.3417332778594022,46250047,1.0221337950071423
74,39.469949307546806,-0.3537343124957471,46250043,1.0035345954535968
100,39.471634305646866,-0.33815025853445674,46250047,1.226357086872279
10,39.470816323984536,-0.38261041097634013,46250049,0.6114200793660955
12,39.47196722343732,-0.3740102862977963,46250054,0.4083594458208796
18,39.468191311513856,-0.37312937987373457,46250054,0.4640050002397784
24,39.469077319212495,-0.3840274173384119,46250054,0.7857484751641318
26,39.46633523268935,-0.38586429939117395,46250054,1.0580375760429948
28,39.47158231958138,-0.36775135880068294,46250054,1.0438782449780906
17,39.46746831099193,-0.3772593951806123,46250054,0.26103150609843495
169,39.47878532308192,-0.32464520634897104,46250047,2.0484477042497966
170,39.482973337910934,-0.32533420529241996,46250046,2.1263373026593353
159,39.463449276866356,-0.3347222532485526,46250047,0.28316975006965023
203,39.48460937883364,-0.40118246297404103,46250055,1.0838134016682979
185,39.45004424948915,-0.3705033850186671,46250030,0.9149837688366333
190,39.44608224133691,-0.38029642271654757,46250030,0.6461136932528722
123,39.487671371814656,-0.36484133609518726,46250043,1.363812785787854
128,39.48876637693274,-0.367544345093534,46250043,1.6604143461720335
182,39.455432269344854,-0.37496539716978367,46250050,1.2426945855669602
198,39.46088029740053,-0.395316462028443,46250048,1.6394242689240557
131,39.48141722170027,-0.3729122732215235,46250049,0.9844491908323396
139,39.485706374097916,-0.38287339995719183,46250049,1.2557695845508265
136,39.48994138447594,-0.37561037166808026,46250049,1.6976173087254811
137,39.48903338344832,-0.3798963873712934,46250049,1.5551116676897334
138,39.48819038284581,-0.38422240207482833,46250049,1.5664847867137774
143,39.4795373575288,-0.39093643241708165,46250055,1.3374802148563698
144,39.4787793569025,-0.39548044804080085,46250055,0.8478682409535531
145,39.48154736759815,-0.398395456094638,46250055,0.8436253323903111
156,39.46096428829767,-0.3763453968184098,46250054,0.9837811423324577
152,39.460925286769694,-0.3727053849231208,46250054,1.0940975242014899
153,39.48305822805289,-0.3805912745331588,46250049,0.9048690247180752
161,39.46796929073871,-0.3317262387298495,46250047,0.6567929102817746
102,39.47583332394092,-0.346720283882565,46250046,0.6639809914832238
107,39.47524531713643,-0.3362242490922528,46250046,1.1349366785957207
111,39.48066419504159,-0.3395082613341325,46250046,0.5508041210025688
117,39.47925133992885,-0.357065317141581,46250043,0.09436158023278698
125,39.489693375775445,-0.3586183142345537,46250043,1.2609701393593458
101,39.47022899172744,-0.3348422811122132,46250047,0.9364084986360338
108,39.47382619077011,-0.3339152679031098,46250047,1.3092841861921838
112,39.47858033137406,-0.34227526701990957,46250046,0.3894945367054978
120,39.484880361257815,-0.36204632906281087,46250043,0.9264460319465202
202,39.47622234753723,-0.39333444304417053,46250055,0.9788761380527415
118,39.480466345728246,-0.3604163266878076,46250043,0.47027459651654596
214,39.464932313028335,-0.4005764763988502,46250048,0.9087966698781824
216,39.469162243634074,-0.3994613007254756,46250055,0.6971386635372255
218,39.47074033078547,-0.3973844614710405,46250055,0.6927198335878499
208,39.451692263769644,-0.38857844617931064,46250050,0.4695574616264869
210,39.45555328036534,-0.39671647037206986,46250050,1.469338748403471
217,39.47032833321364,-0.40459648652865626,46250048,0.18048765509806583
231,39.49507240298451,-0.3786213772644184,46250049,2.2234102428569567
219,39.47265724610551,-0.40303029799024204,46250055,0.2700166538726764
222,39.47689335174765,-0.39728245609920837,46250055,0.5743808168639892
226,39.49086439918327,-0.3988594505654264,46250055,1.8088543987888508
236,39.49506640496422,-0.38227839001583847,46250049,2.2502826414430026
237,39.494758407776374,-0.39103842063587124,46250055,2.5220924269203775
261,39.47667632834523,-0.35037729588168837,46250043,0.7264713427002488
241,39.49297840711153,-0.4018904586642118,46250055,2.0085582415544385
215,39.46567131414367,-0.39674846254882856,46250055,1.1798965016905312
204,39.485843380594176,-0.3965874461307865,46250055,1.3592784803583655
229,39.493104403991694,-0.39480643424749534,46250055,2.1764687259568465
252,39.45028826570709,-0.40357449843597065,46250050,2.0926372069811925
254,39.447714251158565,-0.3899174536874086,46250050,0.627388090913147
259,39.44546024514969,-0.3930154660803912,46250050,1.0463644302122057
265,39.470973337167365,-0.40811749816977394,46250048,0.22617392643227988
271,39.49927942267903,-0.38989141267304944,46250049,2.9452299439695744
273,39.450305232524904,-0.3332722584595297,46250302,1.1071379157098062
272,39.48062333339468,-0.33219023115385166,46250046,1.3601598202852914
11,39.47118632283677,-0.3767843903416451,46250054,0.15506119481355388
79,39.4727793187067,-0.357242322435451,46250043,0.6385858234842186
88,39.477512336096844,-0.36114233248377353,46250043,0.5093290866691556
91,39.44412522887422,-0.36757337969703135,46250030,0.8518608466202094
36,39.479072348860946,-0.3754363798581042,46250049,0.6028973139950543
37,39.460937800028375,-0.3664406250017559,46250054,1.5292820744959366
39,39.457854277261184,-0.3739313916673185,46250054,1.369069273450686
38,39.45940204927687,-0.37024937736936264,46250054,1.375606046327849
43,39.459477276259406,-0.36115334583643566,46250054,2.0982058475368146
50,39.453318252515686,-0.3528593228128155,46250047,2.4563946364834464
57,39.46447629179199,-0.3582563324315247,46250043,1.5669899487860501
69,39.46195227384504,-0.3387212679875118,46250047,0.6851234772517207
56,39.45842126509135,-0.3444052893928658,46250047,1.3780592655219965
72,39.467257201162404,-0.34644628196214244,46250046,1.581015072068752
76,39.47008330347364,-0.343461277578989,46250046,1.2558053300871923
80,39.47374232444908,-0.36229833944736023,46250043,0.8189389687029296
1,39.48004223020643,-0.38292927973315827,46250049,0.6997948549650606
3,39.4768353435743,-0.3802883976424855,46250049,0.2393885873225712
2,39.479889353348874,-0.3797483936090024,46250049,0.5425519970772064
14,39.46896731649349,-0.37972440222295445,46250054,0.3178340364262207
22,39.46978732404922,-0.3883534313205414,46250049,1.1831011321749558
30,39.468601309884924,-0.36849936365579583,46250054,0.9514290389012707
32,39.46600630156446,-0.3682473649948816,46250054,1.0576282190950905
13,39.4720623227334,-0.37087436964085335,46250054,0.723223114769056
19,39.47436934054566,-0.391590438798602,46250055,1.162526772612733
25,39.46772931656263,-0.38861043334080225,46250054,1.310701620460493
29,39.47011231364647,-0.3652993525279599,46250054,1.2976692189195922
31,39.467365304622646,-0.3650283531086902,46250054,1.3546209808601457
148,39.46714522461298,-0.3753782937388751,46250054,0.3448833766483862
189,39.44477922701873,-0.37706532415787625,46250030,0.2663352515669238
195,39.459384287208486,-0.3842814248129742,46250050,1.048695366819706
141,39.483268367245344,-0.3851564091174212,46250049,1.1345762673009752
149,39.462934287947085,-0.36179534600499663,46250043,1.8196419158566448
160,39.467336291769534,-0.33898126470999496,46250047,0.9197770375524429
140,39.48800438494039,-0.3896004206542252,46250049,1.852436567940806
176,39.49201739310727,-0.378853381402734,46250049,1.883886057956662
164,39.46846028903177,-0.3246342149862025,46250047,1.1265360182403388
165,39.471409299035706,-0.3245702116150898,46250047,1.3602367081517952
187,39.447960241518516,-0.3688183809361798,46250030,0.8790991688774871
119,39.48252035422283,-0.36322633473676447,46250043,0.8542647222242643
177,39.493545396079504,-0.3734883620528129,46250049,2.1451755331276305
179,39.45547226612543,-0.36642636792637634,46250030,1.6682229785326497
181,39.45799927509706,-0.3681913713233589,46250054,1.6339902165264286
192,39.45263726161547,-0.3787144113919625,46250050,0.7309557161222493
121,39.48618236435413,-0.35877131748144303,46250043,0.8839800346087897
126,39.49309838788837,-0.36010431604895277,46250043,1.6645370189830264
180,39.45602126922772,-0.3706833820688013,46250030,1.5015584416134897
184,39.45278225629358,-0.36557036636455215,46250030,1.5024532253072196
186,39.45039125246078,-0.3740153970137416,46250030,0.8013209920716559
188,39.44462122517277,-0.3751583239336074,46250030,0.15005731813752782
196,39.45957528956863,-0.3880664379854734,46250050,1.1312700901248287
200,39.467737319045916,-0.3932144497376184,46250055,1.2614976354326277
130,39.483238360081586,-0.370210358642677,46250049,1.3404009266379473
134,39.48765637635625,-0.37333936513208965,46250049,1.538003893731705
135,39.48570237196362,-0.37850138478156414,46250049,1.1845069368788999
