codigo_estacion,lat,lon,nearest_aq_station,dist_km
142,39.48192036501599,-0.38965942617943544,46250049,1.400114142618541
157,39.46405230416093,-0.38736643250783204,46250054,1.317282341484353
150,39.46772129856667,-0.35060930364544307,46250043,1.372456621456911
151,39.464669282422186,-0.33711726031421224,46250047,0.5810365987363336
154,39.469876296228996,-0.3295542305651281,46250047,0.9240107255130842
162,39.46360427573933,-0.3297952360224295,46250047,0.347964996148899
113,39.48127634089521,-0.3436112694462359,46250046,0.09042444552337
127,39.49059138177909,-0.3644463333304693,46250043,1.5959500306341043
103,39.47845333567255,-0.3523713017453889,46250043,0.4762994098537217
106,39.47674432466283,-0.34138726522688073,46250046,0.6127880094507422
110,39.48074033571707,-0.33668024623462534,46250046,0.8620477099956683
116,39.48325335356676,-0.3575613154471814,46250043,0.5366551804935009
122,39.48448535604776,-0.3540663028794564,46250043,0.7238547147654736
207,39.45539327294658,-0.381905420300487,46250050,0.6807469795644313
227,39.49024839844318,-0.40293146422681364,46250055,1.7082462080827314
235,39.49804541205544,-0.3772033703255944,46250049,2.5613354380303957
238,39.497449418355934,-0.39438342966293366,46250055,2.6454114220872897
240,39.495004413973305,-0.40154745608135123,46250055,2.2340652498561715
245,39.47213024806011,-0.40527029936434095,46250048,0.1548708490461512
249,39.459506295875165,-0.4027404883331656,46250048,1.3279222979639786
209,39.45208226727133,-0.39301546105732643,46250050,0.950273527434936
211,39.45872629171394,-0.3977574716661004,46250048,1.6455020695511335
205,39.48928739053543,-0.3930904323547156,46250055,1.8829128351556814
228,39.4936924079167,-0.398671446907537,46250055,2.121167851718224
248,39.46284030885798,-0.40496949382893443,46250048,0.9134153728019481
266,39.49028940014262,-0.40637147642320165,46250055,1.7759752679096241
268,39.50144544298018,-0.41849350927046264,46250055,3.467513442586692
253,39.45272627278094,-0.4011014879360589,46250050,1.8437822197924882
257,39.44525124234686,-0.38910445245389036,46250050,0.7127353453652934
263,39.467043324648515,-0.4096445056541294,46250048,0.5906361660473148
267,39.49416841275147,-0.4059294716064297,46250055,2.1834326860844557
269,39.49990744160243,-0.42626353678444817,46250055,3.8649995455474344
223,39.47855835893999,-0.4011874677803583,46250055,0.4189658425897133
224,39.480568366964896,-0.40358847435527895,46250055,0.6536369112364594
275,39.45230524022502,-0.3350652633218127,46250047,1.1235417274702573
274,39.44807022576504,-0.3331882593063431,46250302,1.0424694033791768
97,39.47306831276613,-0.3431322739648798,46250046,0.9310058610320794
84,39.467123092394516,-0.33522597686590844,46250047,0.630716383625765
85,39.479464345022826,-0.3647153422684407,46250043,0.900267523436924
81,39.47512832851177,-0.36097833354659675,46250043,0.608165980757634
93,39.472282310670764,-0.34380927742382206,46250046,1.0094732471405476
94,39.47537832465668,-0.35158330144926053,46250043,0.6618874711088768
99,39.47134430635022,-0.3404842660990001,46250046,1.1941647953559
33,39.46481830023885,-0.37399038562310283,46250054,0.6456242038380637
89,39.47780233689744,-0.3593183259089267,46250043,0.3049369429349912
34,39.46412229654908,-0.36996137299092113,46250054,1.0028598985803718
92,39.47586032883543,-0.35596831583559707,46250043,0.3032740326997512
35,39.46374929341137,-0.36699436340059455,46250054,1.2968119777366414
42,39.45878127329601,-0.3586583378805894,46250043,2.200298515982016
45,39.45381925759081,-0.36185535292343096,46250030,1.8881959441349383
78,39.46994531050937,-0.358688329939162,46250043,0.9761695085021785
44,39.45642926768604,-0.36301435452576164,46250030,1.9907604191094095
46,39.455509261762266,-0.35878734087160885,46250030,2.272587521596711
48,39.450807354184086,-0.35855273823228967,46250030,2.028426016133684
51,39.45218324552497,-0.3472273049060467,46250047,1.9667194759921403
53,39.45676426141678,-0.34813930400480075,46250047,1.8292185136764088
55,39.45934326975421,-0.34868630411595647,46250047,1.8171579271206917
63,39.46777930285978,-0.358414330727018,46250043,1.2061177629875808
73,39.4662592905475,-0.3428792786496773,46250047,1.2354950819485384
60,39.46223128102797,-0.3517763125261459,46250043,1.8858203555143616
66,39.46427128532339,-0.3462612916525901,46250047,1.540635421211981
70,39.469213221319464,-0.3716462894107889,46250054,0.5963244873387903
9,39.47435533016869,-0.3699303648826442,46250054,0.9319809681456438
5,39.476895339123786,-0.3711403661399108,46250049,0.9051897902992758
4,39.476747340831494,-0.37534238089458904,46250049,0.4560923712203826
6,39.472798331478145,-0.38408341393871137,46250049,0.6085862836960947
7,39.47487233593648,-0.3791853952972924,46250049,0.02247368511154003
16,39.470092316192336,-0.3704333693720587,46250054,0.7280457284880376
20,39.47503434099054,-0.3878474253260651,46250049,0.9728522259658904
15,39.46908831533384,-0.3756373880434071,46250054,0.16946900238435664
21,39.4723713328859,-0.39021443540491124,46250049,1.2707829979097771
23,39.471628328748515,-0.3861784216967592,46250049,0.8742426674482766
27,39.463362299305594,-0.3818514137102655,46250054,0.8960647026581718
62,39.45981126842254,-0.3421522812931475,46250047,1.0958616276615425
65,39.465516292011046,-0.3508373061951808,46250043,1.5798760758065662
67,39.45886026320377,-0.33679826304022287,46250047,0.593616880984012
191,39.45032925434954,-0.37886641388495107,46250050,0.651685808424227
193,39.45514627443484,-0.386718436578698,46250050,0.6180840823399029
194,39.4607722298068,-0.38179930448705707,46250054,1.1360066298217848
197,39.458184286737165,-0.39233345436447337,46250050,1.244692998029198
158,39.46669828513057,-0.3277192268301427,46250047,0.7396165174019113
166,39.47334930757559,-0.32881122495787873,46250047,1.3148134005895757
167,39.474908310742784,-0.3246102088459378,46250047,1.6718417545399988
173,39.484541375368174,-0.394678441209281,46250055,1.3486363972896092
199,39.46158829801141,-0.39155844823975844,46250050,1.4983595341637006
178,39.49221639017785,-0.3705063522665271,46250049,2.1303524315146074
183,39.45262025913349,-0.3722843899417025,46250030,1.0871662538700209
124,39.48850137319014,-0.3619553259600363,46250043,1.2557567224431585
129,39.485975369089516,-0.3699453557741905,46250049,1.581217472388683
132,39.48528636793778,-0.3734343681182198,46250049,1.2980437857942428
133,39.48275636079257,-0.37588237827023757,46250049,0.9265556589429447
147,39.47320133107913,-0.3802074001545322,46250049,0.23989278996385352
155,39.46495329574819,-0.3630783484267159,46250054,1.6349516426061725
163,39.46443727525528,-0.3234012136184579,46250047,1.0479646379541292
104,39.478386332978474,-0.3472752845405608,46250046,0.4571280656191297
109,39.4768193210939,-0.3335102388084858,46250046,1.311717522050853
114,39.4818043438759,-0.346591279156021,46250046,0.24587901335832305
174,39.489438388167024,-0.38664740957644866,46250049,1.8046713912265335
175,39.49258939642365,-0.38271239433339566,46250049,1.9884440224651818
201,39.47171233289752,-0.39366844724894096,46250055,0.9948390888826089
115,39.481562345598135,-0.3521482985209469,46250043,0.60526149915236
172,39.48146236504626,-0.3933454386575609,46250055,1.2111808372413957
171,39.483060339803416,-0.32900821806202085,46250046,1.7213571640737126
242,39.487907391410516,-0.4041974712326189,46250055,1.465099350588945
212,39.46148430130945,-0.40039647823746194,46250048,1.2297316678575365
206,39.49271239990425,-0.38900741524280136,46250049,2.249114123288031
220,39.47385534208041,-0.3983214623957442,46250055,0.4294364329994183
213,39.463165305912604,-0.39697246591763863,46250048,1.3330893348717114
233,39.497160406039164,-0.36943734517384297,46250043,2.5099459913532853
221,39.475270348637764,-0.4028534760386356,46250055,0.09886063201733525
225,39.488107390420495,-0.40114246019172434,46250055,1.4712567378487693
230,39.49475040560395,-0.38678440634001116,46250049,2.3482097931374275
232,39.49464439592328,-0.36575333473149996,46250043,2.0563391259985204
234,39.49649940567526,-0.3736443597891149,46250049,2.4565494151387357
239,39.4969854198013,-0.39996444953107335,46250055,2.464166124998317
243,39.46282029901061,-0.3845424236611566,46250054,1.142122675578202
247,39.467410323935766,-0.4055734914728698,46250048,0.4017415720941211
251,39.45583028505104,-0.4044134972721287,46250048,1.6933066640719967
270,39.50007542649037,-0.39288942312141745,46250055,2.9754262961409124
244,39.47850636088407,-0.40613648554970433,46250055,0.6060710851723445
246,39.469090330003425,-0.4065094941412157,46250048,0.21661855968120028
250,39.456352245577065,-0.4008070181198941,46250048,1.7274157607650988
260,39.45955629873093,-0.4072175039832668,46250048,1.2758479528205116
262,39.463472312903384,-0.40922550688289966,46250048,0.9049733426198446
264,39.46916033373618,-0.4144325204450301,46250048,0.9492085658436369
255,39.447703249066144,-0.38602944085901075,46250050,0.288086899085719
256,39.46396330656933,-0.39223544845537966,46250055,1.6298738856919508
258,39.43982822413676,-0.3891374575312111,46250050,1.2253284240107314
276,39.46197526682713,-0.32376521655842594,46250047,0.9753366283761968
