codigo_estacion,NO2,prestamos_mean
72,13.984645995902781,2.1606164383561643
76,13.984645995902781,2.2090182648401826
93,13.984645995902781,3.6484018264840183
95,13.984645995902781,1.9595890410958905
96,13.984645995902781,6.357990867579908
