codigo_estacion,NO2,prestamos_mean
269,38.318132120309144,0.04422700587084144
268,37.002903693444956,0.11472602739726025
252,21.01076342743659,0.17168949771689493
271,,0.20456621004566208
270,37.002903693444956,0.2049086757990867
