codigo_estacion,NO2,prestamos_mean
96,13.984645995902781,6.357990867579908
17,22.85161469911648,6.335388127853881
148,22.85161469911648,4.78013698630137
102,13.984645995902781,4.140753424657534
94,15.997589568993746,3.9557077625570773
