id;mes;dia_semana;tramo_horario;suma_numero_viajes;suma_duracion_total_viajes;suma_tiempo_medio_trayecto_mn;fecha_creacion;fecha_baja
1244;Agosto;Lunes;14H - 15H;11788;201460;17.09;19873530;NA
1247;Agosto;Lunes;17H - 18H;12016;318076;26.47;19872630;NA
1252;Agosto;Lunes;22H - 23H;7756;141672;18.27;19871130;NA
1253;Agosto;Lunes;23H - 24H;6540;125088;19.13;19870830;NA
1256;Agosto;Martes;01H - 02H;3348;71076;21.23;19870230;NA
1257;Agosto;Martes;02H - 03H;1476;23736;16.08;19869930;NA
1259;Agosto;Martes;04H - 05H;1280;32648;25.51;19869330;NA
1265;Agosto;Martes;10H - 11H;9396;222492;23.68;19867530;NA
1266;Agosto;Martes;11H - 12H;9892;219784;22.22;19867230;NA
1269;Agosto;Martes;14H - 15H;12484;210796;16.89;19866330;NA
1270;Agosto;Martes;15H - 16H;11392;215572;18.92;19866030;NA
1271;Agosto;Martes;16H - 17H;10956;222764;20.33;19865730;NA
1272;Agosto;Martes;17H - 18H;12408;220524;17.77;19865430;NA
1275;Agosto;Martes;20H - 21H;14472;319212;22.06;19864530;NA
1276;Agosto;Martes;21H - 22H;10716;177164;16.53;19864230;NA
1278;Agosto;Martes;23H - 24H;6996;118196;16.89;19863630;NA
1285;Agosto;Miércoles;05H - 06H;1628;30624;18.81;19861830;NA
1295;Agosto;Miércoles;15H - 16H;11720;192844;16.45;19858830;NA
1296;Agosto;Miércoles;16H - 17H;10620;204548;19.26;19858530;NA
1298;Agosto;Miércoles;18H - 19H;15736;354584;22.53;19857930;NA
1301;Agosto;Miércoles;21H - 22H;12316;219764;17.84;19857030;NA
1305;Agosto;Jueves;00H - 01H;5220;111904;21.44;19856130;NA
1311;Agosto;Jueves;06H - 07H;2340;122380;52.3;19854330;NA
1317;Agosto;Jueves;12H - 13H;8472;201716;23.81;19852530;NA
1320;Agosto;Jueves;15H - 16H;9284;158816;17.11;19851630;NA
1332;Agosto;Viernes;02H - 03H;1416;28540;20.16;19848330;NA
1333;Agosto;Viernes;03H - 04H;1148;24420;21.27;19848030;NA
1334;Agosto;Viernes;04H - 05H;1232;28200;22.89;19847730;NA
1338;Agosto;Viernes;08H - 09H;7860;128660;16.37;19846530;NA
1346;Agosto;Viernes;16H - 17H;8836;161864;18.32;19844130;NA
1347;Agosto;Viernes;17H - 18H;8664;180420;20.82;19843830;NA
1353;Agosto;Viernes;23H - 24H;5416;110972;20.49;19842030;NA
1356;Agosto;Sabado;01H - 02H;4240;75612;17.83;19841430;NA
1358;Agosto;Sábado;03H - 04H;2192;37280;17.01;19840830;NA
1365;Agosto;Sábado;10H - 11H;5480;153208;27.96;19838730;NA
1367;Agosto;Sábado;12H - 13H;7336;249952;34.07;19838130;NA
1368;Agosto;Sábado;13H - 14H;6888;210916;30.62;19837830;NA
1369;Agosto;Sábado;14H - 15H;6152;225652;36.68;19837530;NA
1374;Agosto;Sábado;19H - 20H;9596;168660;17.58;19836030;NA
1381;Agosto;Domingo;01H - 02H;4092;82716;20.21;19834230;NA
1382;Agosto;Domingo;02H - 03H;2892;55636;19.24;19833930;NA
1384;Agosto;Domingo;04H - 05H;2228;40864;18.34;19833330;NA
1386;Agosto;Domingo;06H - 07H;1664;30512;18.34;19832730;NA
1387;Agosto;Domingo;07H - 08H;2380;38256;16.07;19832430;NA
1392;Agosto;Domingo;12H - 13H;5840;110652;18.95;19830930;NA
1395;Agosto;Domingo;15H - 16H;5640;120160;21.3;19830030;NA
1399;Agosto;Domingo;19H - 20H;8948;150520;16.82;19828830;NA
1403;Agosto;Domingo;23H - 24H;5092;96788;19.01;19827630;NA
1406;Septiembre;Lunes;00H - 01H;3884;66696;17.17;19827330;NA
1408;Septiembre;Lunes;02H - 03H;964;37008;38.39;19826730;NA
1410;Septiembre;Lunes;04H - 05H;436;8068;18.5;19826130;NA
1414;Septiembre;Lunes;08H - 09H;16924;302732;17.89;19824930;NA
1415;Septiembre;Lunes;09H - 10H;13320;196328;14.74;19824630;NA
1423;Septiembre;Lunes;17H - 18H;19404;358124;18.46;19822230;NA
1425;Septiembre;Lunes;19H - 20H;21484;412652;19.21;19821630;NA
1434;Septiembre;Martes;03H - 04H;1252;24480;19.55;19819230;NA
1435;Septiembre;Martes;04H - 05H;700;9952;14.22;19818930;NA
1436;Septiembre;Martes;05H - 06H;1052;13884;13.2;19818630;NA
1437;Septiembre;Martes;06H - 07H;2788;57828;20.74;19818330;NA
1439;Septiembre;Martes;08H - 09H;18704;326996;17.48;19817730;NA
1441;Septiembre;Martes;10H - 11H;11668;232180;19.9;19817130;NA
1444;Septiembre;Martes;13H - 14H;16100;289140;17.96;19816230;NA
1446;Septiembre;Martes;15H - 16H;18004;265276;14.73;19815630;NA
1451;Septiembre;Martes;20H - 21H;21072;316996;15.04;19814130;NA
1453;Septiembre;Martes;22H - 23H;8748;134224;15.34;19813530;NA
1459;Septiembre;Miércoles;03H - 04H;1120;16288;14.54;19812030;NA
1469;Septiembre;Miércoles;13H - 14H;17456;360864;20.67;19809030;NA
1471;Septiembre;Miércoles;15H - 16H;19364;319236;16.49;19808430;NA
1472;Septiembre;Miércoles;16H - 17H;17116;247972;14.49;19808130;NA
1475;Septiembre;Miércoles;19H - 20H;22740;408072;17.95;19807230;NA
1476;Septiembre;Miércoles;20H - 21H;20672;323692;15.66;19806930;NA
1477;Septiembre;Miércoles;21H - 22H;14884;213924;14.37;19806630;NA
1485;Septiembre;Jueves;04H - 05H;1120;16756;14.96;19804530;NA
1486;Septiembre;Jueves;05H - 06H;1368;20144;14.73;19804230;NA
1502;Septiembre;Jueves;21H - 22H;16736;248348;14.84;19799430;NA
1504;Septiembre;Jueves;23H - 24H;10684;187564;17.56;19798830;NA
1515;Septiembre;Viernes;09H - 10H;15616;220396;14.11;19795830;NA
1516;Septiembre;Viernes;10H - 11H;14560;382328;26.26;19795530;NA
1517;Septiembre;Viernes;11H - 12H;15840;1014296;64.03;19795230;NA
1521;Septiembre;Viernes;15H - 16H;21752;337584;15.52;19794030;NA
1522;Septiembre;Viernes;16H - 17H;18680;428680;22.95;19793730;NA
1525;Septiembre;Viernes;19H - 20H;23476;508056;21.64;19792830;NA
1527;Septiembre;Viernes;21H - 22H;17860;315028;17.64;19792230;NA
1535;Septiembre;Sábado;04H - 05H;3428;95484;27.85;19790130;NA
1543;Septiembre;Sábado;12H - 13H;10556;312328;29.59;19787730;NA
1545;Septiembre;Sábado;14H - 15H;10572;189676;17.94;19787130;NA
1548;Septiembre;Sábado;17H - 18H;11940;218212;18.28;19786230;NA
1550;Septiembre;Sábado;19H - 20H;14356;255368;17.79;19785630;NA
1554;Septiembre;Sábado;23H - 24H;8152;150612;18.48;19784430;NA
1559;Septiembre;Domingo;03H - 04H;4524;102476;22.65;19783230;NA
1561;Septiembre;Domingo;05H - 06H;2500;65024;26.01;19782630;NA
1562;Septiembre;Domingo;06H - 07H;2168;48640;22.44;19782330;NA
1563;Septiembre;Domingo;07H - 08H;2276;48848;21.46;19782030;NA
1564;Septiembre;Domingo;08H - 09H;3108;51880;16.69;19781730;NA
1565;Septiembre;Domingo;09H - 10H;4260;60544;14.21;19781430;NA
1568;Septiembre;Domingo;12H - 13H;7568;120712;15.95;19780530;NA
1573;Septiembre;Domingo;17H - 18H;11540;207876;18.01;19779030;NA
1584;Octubre;Lunes;02H - 03H;1388;36204;26.08;19776330;NA
1587;Octubre;Lunes;05H - 06H;1088;15792;14.51;19775430;NA
1589;Octubre;Lunes;07H - 08H;19128;283672;14.83;19774830;NA
1590;Octubre;Lunes;08H - 09H;23512;496212;21.1;19774530;NA
1597;Octubre;Lunes;15H - 16H;26308;331020;12.58;19772430;NA
1599;Octubre;Lunes;17H - 18H;27308;381396;13.97;19771830;NA
1600;Octubre;Lunes;18H - 19H;29092;444772;15.29;19771530;NA
1602;Octubre;Lunes;20H - 21H;20888;311776;14.93;19770930;NA
1605;Octubre;Lunes;23H - 24H;7216;112212;15.55;19770030;NA
1607;Octubre;Martes;00H - 01H;3412;52468;15.38;19769730;NA
1608;Octubre;Martes;01H - 02H;1412;25208;17.85;19769430;NA
1609;Octubre;Martes;02H - 03H;912;13420;14.71;19769130;NA
1610;Octubre;Martes;03H - 04H;548;9024;16.47;19768830;NA
1615;Octubre;Martes;08H - 09H;18432;281216;15.26;19767330;NA
1617;Octubre;Martes;10H - 11H;12716;263908;20.75;19766730;NA
1619;Octubre;Martes;12H - 13H;16460;713556;43.35;19766130;NA
1623;Octubre;Martes;16H - 17H;18328;277524;15.14;19764930;NA
1625;Octubre;Martes;18H - 19H;24936;355544;14.26;19764330;NA
1626;Octubre;Martes;19H - 20H;24124;346336;14.36;19764030;NA
1632;Octubre;Miercoles;00H - 01H;5260;89592;17.03;19762530;NA
1637;Octubre;Miércoles;05H - 06H;1560;25016;16.04;19761030;NA
1645;Octubre;Miércoles;13H - 14H;17956;335308;18.67;19758630;NA
1647;Octubre;Miércoles;15H - 16H;19500;265056;13.59;19758030;NA
1648;Octubre;Miércoles;16H - 17H;17912;254252;14.19;19757730;NA
1650;Octubre;Miércoles;18H - 19H;22448;340436;15.17;19757130;NA
1651;Octubre;Miércoles;19H - 20H;22484;317516;14.12;19756830;NA
1657;Octubre;Jueves;00H - 01H;5476;98144;17.92;19755330;NA
1658;Octubre;Jueves;01H - 02H;2648;48616;18.36;19755030;NA
1660;Octubre;Jueves;03H - 04H;1132;16296;14.4;19754430;NA
1662;Octubre;Jueves;05H - 06H;932;17556;18.84;19753830;NA
1663;Octubre;Jueves;06H - 07H;2900;35816;12.35;19753530;NA
1664;Octubre;Jueves;07H - 08H;16708;305196;18.27;19753230;NA
1666;Octubre;Jueves;09H - 10H;15208;203376;13.37;19752630;NA
1667;Octubre;Jueves;10H - 11H;13832;225136;16.28;19752330;NA
1672;Octubre;Jueves;15H - 16H;21916;285192;13.01;19750830;NA
1676;Octubre;Jueves;19H - 20H;23296;332048;14.25;19749630;NA
1682;Octubre;Viernes;00H - 01H;6252;97764;15.64;19748130;NA
1684;Octubre;Viernes;02H - 03H;2188;42996;19.65;19747530;NA
1689;Octubre;Viernes;07H - 08H;14636;563324;38.49;19746030;NA
1694;Octubre;Viernes;12H - 13H;16560;748232;45.18;19744530;NA
1698;Octubre;Viernes;16H - 17H;17392;406156;23.35;19743330;NA
1707;Octubre;Sabado;00H - 01H;11976;201452;16.82;19740930;NA
1714;Octubre;Sábado;07H - 08H;3344;82908;24.79;19738830;NA
1717;Octubre;Sábado;10H - 11H;11216;231468;20.64;19737930;NA
1718;Octubre;Sábado;11H - 12H;13720;261592;19.07;19737630;NA
1722;Octubre;Sábado;15H - 16H;14296;244236;17.08;19736430;NA
1724;Octubre;Sábado;17H - 18H;18396;308812;16.79;19735830;NA
1725;Octubre;Sábado;18H - 19H;19600;331808;16.93;19735530;NA
1727;Octubre;Sábado;20H - 21H;19460;337992;17.37;19734930;NA
1728;Octubre;Sábado;21H - 22H;13920;236140;16.96;19734630;NA
1733;Octubre;Domingo;01H - 02H;7952;127832;16.08;19733430;NA
1734;Octubre;Domingo;02H - 03H;6580;128548;19.54;19733130;NA
1740;Octubre;Domingo;08H - 09H;5456;80060;14.67;19731330;NA
1741;Octubre;Domingo;09H - 10H;7344;120364;16.39;19731030;NA
1742;Octubre;Domingo;10H - 11H;10232;168500;16.47;19730730;NA
1746;Octubre;Domingo;14H - 15H;13644;248916;18.24;19729530;NA
1747;Octubre;Domingo;15H - 16H;12604;222576;17.66;19729230;NA
1748;Octubre;Domingo;16H - 17H;14680;249276;16.98;19728930;NA
1749;Octubre;Domingo;17H - 18H;16500;293612;17.79;19728630;NA
1752;Octubre;Domingo;20H - 21H;15508;231092;14.9;19727730;NA
1754;Octubre;Domingo;22H - 23H;8288;126796;15.3;19727130;NA
1760;Noviembre;Lunes;02H - 03H;596;7944;13.33;19725930;NA
1763;Noviembre;Lunes;05H - 06H;916;11524;12.58;19725030;NA
1764;Noviembre;Lunes;06H - 07H;3060;42780;13.98;19724730;NA
1767;Noviembre;Lunes;09H - 10H;13532;246252;18.2;19723830;NA
1772;Noviembre;Lunes;14H - 15H;22928;294208;12.83;19722330;NA
1775;Noviembre;Lunes;17H - 18H;17732;251688;14.19;19721430;NA
1777;Noviembre;Lunes;19H - 20H;18552;270800;14.6;19720830;NA
1784;Noviembre;Martes;01H - 02H;2532;36456;14.4;19719030;NA
1786;Noviembre;Martes;03H - 04H;1484;34368;23.16;19718430;NA
1787;Noviembre;Martes;04H - 05H;1740;27068;15.56;19718130;NA
1789;Noviembre;Martes;06H - 07H;4212;64112;15.22;19717530;NA
1790;Noviembre;Martes;07H - 08H;16488;379316;23.01;19717230;NA
1796;Noviembre;Martes;13H - 14H;19012;481592;25.33;19715430;NA
1800;Noviembre;Martes;17H - 18H;23776;354416;14.91;19714230;NA
1801;Noviembre;Martes;18H - 19H;23884;332532;13.92;19713930;NA
1809;Noviembre;Miercoles;01H - 02H;1596;30188;18.91;19711830;NA
1812;Noviembre;Miércoles;04H - 05H;472;10676;22.62;19710930;NA
1813;Noviembre;Miércoles;05H - 06H;1156;21856;18.91;19710630;NA
1815;Noviembre;Miércoles;07H - 08H;17676;314100;17.77;19710030;NA
1821;Noviembre;Miércoles;13H - 14H;19092;371416;19.45;19708230;NA
1827;Noviembre;Miércoles;19H - 20H;23892;340308;14.24;19706430;NA
1834;Noviembre;Jueves;01H - 02H;1876;32124;17.12;19704630;NA
1836;Noviembre;Jueves;03H - 04H;512;7012;13.7;19704030;NA
1838;Noviembre;Jueves;05H - 06H;972;12024;12.37;19703430;NA
1845;Noviembre;Jueves;12H - 13H;15752;1169376;74.24;19701330;NA
1851;Noviembre;Jueves;18H - 19H;21484;310392;14.45;19699530;NA
1859;Noviembre;Viernes;01H - 02H;2264;43212;19.09;19697430;NA
1860;Noviembre;Viernes;02H - 03H;1536;24128;15.71;19697130;NA
1861;Noviembre;Viernes;03H - 04H;1132;21916;19.36;19696830;NA
1865;Noviembre;Viernes;07H - 08H;11868;229904;19.37;19695630;NA
1866;Noviembre;Viernes;08H - 09H;14984;467968;31.23;19695330;NA
1867;Noviembre;Viernes;09H - 10H;11404;328116;28.77;19695030;NA
1869;Noviembre;Viernes;11H - 12H;9856;1511716;153.38;19694430;NA
1872;Noviembre;Viernes;14H - 15H;19580;427540;21.84;19693530;NA
1873;Noviembre;Viernes;15H - 16H;15524;422620;27.22;19693230;NA
1880;Noviembre;Viernes;22H - 23H;8524;131536;15.43;19691130;NA
1894;Noviembre;Sábado;11H - 12H;10456;309664;29.62;19687230;NA
1897;Noviembre;Sábado;14H - 15H;11200;178044;15.9;19686330;NA
1898;Noviembre;Sábado;15H - 16H;10136;144728;14.28;19686030;NA
1904;Noviembre;Sábado;21H - 22H;8696;119268;13.72;19684230;NA
1905;Noviembre;Sábado;22H - 23H;7404;96796;13.07;19683930;NA
1909;Noviembre;Domingo;01H - 02H;5940;86328;14.53;19683030;NA
1913;Noviembre;Domingo;05H - 06H;1512;35292;23.34;19681830;NA
1914;Noviembre;Domingo;06H - 07H;1488;18872;12.68;19681530;NA
1917;Noviembre;Domingo;09H - 10H;5028;73316;14.58;19680630;NA
1918;Noviembre;Domingo;10H - 11H;6896;107560;15.6;19680330;NA
1943;Diciembre;Lunes;09H - 10H;10108;207968;20.57;19673430;NA
1944;Diciembre;Lunes;10H - 11H;8844;152164;17.21;19673130;NA
1948;Diciembre;Lunes;14H - 15H;16152;209116;12.95;19671930;NA
1956;Diciembre;Lunes;22H - 23H;5132;78436;15.28;19669530;NA
1969;Diciembre;Martes;10H - 11H;8708;137996;15.85;19665930;NA
1971;Diciembre;Martes;12H - 13H;9912;256944;25.92;19665330;NA
1975;Diciembre;Martes;16H - 17H;9284;132924;14.32;19664130;NA
1977;Diciembre;Martes;18H - 19H;10944;188740;17.25;19663530;NA
1980;Diciembre;Martes;21H - 22H;6568;79464;12.1;19662630;NA
1982;Diciembre;Martes;23H - 24H;4156;61884;14.89;19662030;NA
1986;Diciembre;Miércoles;02H - 03H;824;16036;19.46;19661130;NA
1989;Diciembre;Miércoles;05H - 06H;820;12656;15.43;19660230;NA
1992;Diciembre;Miércoles;08H - 09H;13332;183548;13.77;19659330;NA
1993;Diciembre;Miércoles;09H - 10H;10468;205292;19.61;19659030;NA
1996;Diciembre;Miércoles;12H - 13H;10648;523472;49.16;19658130;NA
1999;Diciembre;Miércoles;15H - 16H;14436;207436;14.37;19657230;NA
2011;Diciembre;Jueves;02H - 03H;1612;35520;22.03;19653930;NA
2016;Diciembre;Jueves;07H - 08H;10948;134720;12.31;19652430;NA
2021;Diciembre;Jueves;12H - 13H;12444;546492;43.92;19650930;NA
2026;Diciembre;Jueves;17H - 18H;15672;233016;14.87;19649430;NA
2029;Diciembre;Jueves;20H - 21H;13292;179184;13.48;19648530;NA
2042;Diciembre;Viernes;08H - 09H;14332;257696;17.98;19644930;NA
2044;Diciembre;Viernes;10H - 11H;11156;396916;35.58;19644330;NA
2046;Diciembre;Viernes;12H - 13H;13300;512168;38.51;19643730;NA
2047;Diciembre;Viernes;13H - 14H;15252;213276;13.98;19643430;NA
2048;Diciembre;Viernes;14H - 15H;19916;301552;15.14;19643130;NA
2057;Diciembre;Viernes;23H - 24H;7424;133540;17.99;19640430;NA
2060;Diciembre;Sabado;01H - 02H;5332;103844;19.48;19639830;NA
2066;Diciembre;Sábado;07H - 08H;2284;67124;29.39;19638030;NA
2069;Diciembre;Sábado;10H - 11H;8220;106848;13.0;19637130;NA
2070;Diciembre;Sábado;11H - 12H;9832;185732;18.89;19636830;NA
2072;Diciembre;Sábado;13H - 14H;12372;198488;16.04;19636230;NA
2073;Diciembre;Sábado;14H - 15H;10980;178844;16.29;19635930;NA
2074;Diciembre;Sábado;15H - 16H;9500;162324;17.09;19635630;NA
2095;Diciembre;Domingo;11H - 12H;5384;83520;15.51;19629630;NA
2099;Diciembre;Domingo;15H - 16H;7292;110000;15.09;19628430;NA
2100;Diciembre;Domingo;16H - 17H;6360;92020;14.47;19628130;NA
2101;Diciembre;Domingo;17H - 18H;6120;95224;15.56;19627830;NA
2102;Diciembre;Domingo;18H - 19H;6280;95908;15.27;19627530;NA
2104;Diciembre;Domingo;20H - 21H;5852;116476;19.9;19626930;NA
2107;Diciembre;Domingo;23H - 24H;3676;58044;15.79;19626030;NA
2;Enero;Lunes;01H - 02H;872;13144;15.07;20230230;NA
3;Enero;Lunes;02H - 03H;540;8788;16.27;20229930;NA
8;Enero;Lunes;07H - 08H;9272;190724;20.57;20228430;NA
11;Enero;Lunes;10H - 11H;8792;212644;24.19;20227530;NA
17;Enero;Lunes;16H - 17H;13172;202524;15.38;20225730;NA
19;Enero;Lunes;18H - 19H;12168;245048;20.14;20225130;NA
20;Enero;Lunes;19H - 20H;11476;225572;19.66;20224830;NA
22;Enero;Lunes;21H - 22H;7744;117212;15.14;20224230;NA
25;Enero;Martes;00H - 01H;1160;18532;15.98;20223330;NA
27;Enero;Martes;02H - 03H;288;3512;12.19;20222730;NA
28;Enero;Martes;03H - 04H;232;3224;13.9;20222430;NA
30;Enero;Martes;05H - 06H;500;6016;12.03;20221830;NA
31;Enero;Martes;06H - 07H;1808;63044;34.87;20221530;NA
32;Enero;Martes;07H - 08H;6852;198924;29.03;20221230;NA
38;Enero;Martes;13H - 14H;9704;239172;24.65;20219430;NA
39;Enero;Martes;14H - 15H;13208;181984;13.78;20219130;NA
42;Enero;Martes;17H - 18H;11288;166476;14.75;20218230;NA
50;Enero;Miercoles;01H - 02H;676;8200;12.13;20215830;NA
51;Enero;Miércoles;02H - 03H;308;3668;11.91;20215530;NA
58;Enero;Miércoles;09H - 10H;8612;181544;21.08;20213430;NA
59;Enero;Miércoles;10H - 11H;7436;182664;24.56;20213130;NA
60;Enero;Miércoles;11H - 12H;8404;184320;21.93;20212830;NA
61;Enero;Miércoles;12H - 13H;7840;305064;38.91;20212530;NA
64;Enero;Miércoles;15H - 16H;11400;152332;13.36;20211630;NA
66;Enero;Miércoles;17H - 18H;11040;192656;17.45;20211030;NA
67;Enero;Miércoles;18H - 19H;11780;307988;26.14;20210730;NA
71;Enero;Miércoles;22H - 23H;4076;51440;12.62;20209530;NA
72;Enero;Miércoles;23H - 24H;3336;46548;13.95;20209230;NA
74;Enero;Jueves;01H - 02H;1032;17236;16.7;20208630;NA
78;Enero;Jueves;05H - 06H;552;6400;11.59;20207430;NA
79;Enero;Jueves;06H - 07H;1872;65520;35.0;20207130;NA
81;Enero;Jueves;08H - 09H;9216;211708;22.97;20206530;NA
83;Enero;Jueves;10H - 11H;6332;147388;23.28;20205930;NA
86;Enero;Jueves;13H - 14H;9744;305308;31.33;20205030;NA
87;Enero;Jueves;14H - 15H;12536;178120;14.21;20204730;NA
89;Enero;Jueves;16H - 17H;9968;140892;14.13;20204130;NA
96;Enero;Jueves;23H - 24H;3076;51648;16.79;20202030;NA
98;Enero;Viernes;00H - 01H;2184;31512;14.43;20201730;NA
100;Enero;Viernes;02H - 03H;664;9040;13.61;20201130;NA
105;Enero;Viernes;07H - 08H;6580;164464;24.99;20199630;NA
114;Enero;Viernes;16H - 17H;10128;162784;16.07;20196930;NA
116;Enero;Viernes;18H - 19H;10544;379664;36.01;20196330;NA
119;Enero;Viernes;21H - 22H;6964;126536;18.17;20195430;NA
123;Enero;Sabado;00H - 01H;5052;86100;17.04;20194530;NA
128;Enero;Sábado;05H - 06H;1208;35904;29.72;20193030;NA
131;Enero;Sábado;08H - 09H;2956;39168;13.25;20192130;NA
134;Enero;Sábado;11H - 12H;7360;185916;25.26;20191230;NA
138;Enero;Sábado;15H - 16H;7736;132732;17.16;20190030;NA
153;Enero;Domingo;05H - 06H;584;8092;13.86;20185830;NA
156;Enero;Domingo;08H - 09H;2428;36788;15.15;20184930;NA
157;Enero;Domingo;09H - 10H;3348;43996;13.14;20184630;NA
161;Enero;Domingo;13H - 14H;7728;128452;16.62;20183430;NA
163;Enero;Domingo;15H - 16H;6308;104444;16.56;20182830;NA
167;Enero;Domingo;19H - 20H;6392;94800;14.83;20181630;NA
171;Enero;Domingo;23H - 24H;3148;40132;12.75;20180430;NA
174;Febrero;Lunes;00H - 01H;2032;32096;15.8;20180130;NA
175;Febrero;Lunes;01H - 02H;872;12188;13.98;20179830;NA
176;Febrero;Lunes;02H - 03H;588;9140;15.54;20179530;NA
178;Febrero;Lunes;04H - 05H;420;5636;13.42;20178930;NA
182;Febrero;Lunes;08H - 09H;15292;269824;17.64;20177730;NA
183;Febrero;Lunes;09H - 10H;10328;172336;16.69;20177430;NA
184;Febrero;Lunes;10H - 11H;9612;173872;18.09;20177130;NA
185;Febrero;Lunes;11H - 12H;9944;308604;31.03;20176830;NA
186;Febrero;Lunes;12H - 13H;10568;305716;28.93;20176530;NA
191;Febrero;Lunes;17H - 18H;15380;221504;14.4;20175030;NA
192;Febrero;Lunes;18H - 19H;16600;265072;15.97;20174730;NA
193;Febrero;Lunes;19H - 20H;16100;296144;18.39;20174430;NA
197;Febrero;Lunes;23H - 24H;2896;39688;13.7;20173230;NA
202;Febrero;Martes;03H - 04H;220;3048;13.85;20172030;NA
204;Febrero;Martes;05H - 06H;664;7940;11.96;20171430;NA
206;Febrero;Martes;07H - 08H;12068;222904;18.47;20170830;NA
209;Febrero;Martes;10H - 11H;9808;310084;31.62;20169930;NA
210;Febrero;Martes;11H - 12H;10596;191140;18.04;20169630;NA
211;Febrero;Martes;12H - 13H;11584;348944;30.12;20169330;NA
214;Febrero;Martes;15H - 16H;16796;246744;14.69;20168430;NA
220;Febrero;Martes;21H - 22H;8376;111488;13.31;20166630;NA
222;Febrero;Martes;23H - 24H;3332;45032;13.52;20166030;NA
229;Febrero;Miércoles;05H - 06H;628;10936;17.41;20164230;NA
233;Febrero;Miércoles;09H - 10H;11804;214936;18.21;20163030;NA
235;Febrero;Miércoles;11H - 12H;10504;255108;24.29;20162430;NA
237;Febrero;Miércoles;13H - 14H;13188;294108;22.3;20161830;NA
239;Febrero;Miércoles;15H - 16H;16168;222460;13.76;20161230;NA
242;Febrero;Miércoles;18H - 19H;16192;291632;18.01;20160330;NA
244;Febrero;Miércoles;20H - 21H;13876;194800;14.04;20159730;NA
246;Febrero;Miércoles;22H - 23H;5388;71952;13.35;20159130;NA
247;Febrero;Miércoles;23H - 24H;4224;58640;13.88;20158830;NA
250;Febrero;Jueves;01H - 02H;1256;19216;15.3;20158230;NA
253;Febrero;Jueves;04H - 05H;452;8716;19.28;20157330;NA
255;Febrero;Jueves;06H - 07H;2588;55640;21.5;20156730;NA
256;Febrero;Jueves;07H - 08H;11576;212132;18.33;20156430;NA
258;Febrero;Jueves;09H - 10H;11668;211172;18.1;20155830;NA
260;Febrero;Jueves;11H - 12H;10640;247584;23.27;20155230;NA
261;Febrero;Jueves;12H - 13H;12100;438500;36.24;20154930;NA
262;Febrero;Jueves;13H - 14H;13844;328140;23.7;20154630;NA
264;Febrero;Jueves;15H - 16H;15876;253652;15.98;20154030;NA
265;Febrero;Jueves;16H - 17H;13960;223140;15.98;20153730;NA
269;Febrero;Jueves;20H - 21H;12424;194620;15.66;20152530;NA
278;Febrero;Viernes;04H - 05H;464;7284;15.7;20150130;NA
279;Febrero;Viernes;05H - 06H;828;13668;16.51;20149830;NA
280;Febrero;Viernes;06H - 07H;2428;113904;46.91;20149530;NA
285;Febrero;Viernes;11H - 12H;9164;404948;44.19;20148030;NA
295;Febrero;Viernes;21H - 22H;7864;146024;18.57;20145030;NA
297;Febrero;Viernes;23H - 24H;4912;99456;20.25;20144430;NA
299;Febrero;Sabado;00H - 01H;5132;112832;21.99;20144130;NA
303;Febrero;Sábado;04H - 05H;1856;30972;16.69;20142930;NA
304;Febrero;Sábado;05H - 06H;1284;19028;14.82;20142630;NA
305;Febrero;Sábado;06H - 07H;1220;29148;23.89;20142330;NA
308;Febrero;Sábado;09H - 10H;4684;67180;14.34;20141430;NA
311;Febrero;Sábado;12H - 13H;7268;180260;24.8;20140530;NA
312;Febrero;Sábado;13H - 14H;8648;148524;17.17;20140230;NA
314;Febrero;Sábado;15H - 16H;5104;93872;18.39;20139630;NA
315;Febrero;Sábado;16H - 17H;6108;90812;14.87;20139330;NA
316;Febrero;Sábado;17H - 18H;7080;115388;16.3;20139030;NA
324;Febrero;Domingo;00H - 01H;4828;69396;14.37;20136930;NA
327;Febrero;Domingo;03H - 04H;2220;35084;15.8;20136030;NA
328;Febrero;Domingo;04H - 05H;1592;25008;15.71;20135730;NA
329;Febrero;Domingo;05H - 06H;784;13984;17.84;20135430;NA
331;Febrero;Domingo;07H - 08H;1604;21756;13.56;20134830;NA
334;Febrero;Domingo;10H - 11H;4832;86276;17.86;20133930;NA
335;Febrero;Domingo;11H - 12H;6312;123520;19.57;20133630;NA
346;Febrero;Domingo;22H - 23H;3488;55372;15.88;20130330;NA
353;Marzo;Lunes;03H - 04H;416;6132;14.74;20128830;NA
356;Marzo;Lunes;06H - 07H;1368;64068;46.83;20127930;NA
366;Marzo;Lunes;16H - 17H;8008;109884;13.72;20124930;NA
370;Marzo;Lunes;20H - 21H;6764;102624;15.17;20123730;NA
371;Marzo;Lunes;21H - 22H;4860;61740;12.7;20123430;NA
375;Marzo;Martes;00H - 01H;1796;25960;14.45;20122530;NA
376;Marzo;Martes;01H - 02H;792;10840;13.69;20122230;NA
379;Marzo;Martes;04H - 05H;204;2396;11.75;20121330;NA
383;Marzo;Martes;08H - 09H;14992;272652;18.19;20120130;NA
384;Marzo;Martes;09H - 10H;11376;199000;17.49;20119830;NA
391;Marzo;Martes;16H - 17H;14288;204056;14.28;20117730;NA
394;Marzo;Martes;19H - 20H;16836;291848;17.33;20116830;NA
400;Marzo;Miercoles;00H - 01H;3512;48864;13.91;20115330;NA
