id;mes;dia_semana;tramo_horario;suma_numero_viajes;suma_duracion_total_viajes;suma_tiempo_medio_trayecto_mn;fecha_creacion;fecha_baja
1618;Octubre;Martes;11H - 12H;14452;347532;24.05;19766430;NA
1620;Octubre;Martes;13H - 14H;17588;272512;15.49;19765830;NA
1628;Octubre;Martes;21H - 22H;15372;215320;14.01;19763430;NA
1630;Octubre;Martes;23H - 24H;7472;111028;14.86;19762830;NA
1633;Octubre;Miercoles;01H - 02H;3308;52848;15.98;19762230;NA
1635;Octubre;Miércoles;03H - 04H;1624;23992;14.77;19761630;NA
1638;Octubre;Miércoles;06H - 07H;3188;117104;36.73;19760730;NA
1639;Octubre;Miércoles;07H - 08H;14172;304468;21.48;19760430;NA
1646;Octubre;Miércoles;14H - 15H;24180;317264;13.12;19758330;NA
1649;Octubre;Miércoles;17H - 18H;20688;293416;14.18;19757430;NA
1652;Octubre;Miércoles;20H - 21H;20104;288568;14.35;19756530;NA
1654;Octubre;Miércoles;22H - 23H;9380;143064;15.25;19755930;NA
1659;Octubre;Jueves;02H - 03H;1308;20984;16.04;19754730;NA
1674;Octubre;Jueves;17H - 18H;21124;301108;14.25;19750230;NA
1675;Octubre;Jueves;18H - 19H;22664;318512;14.05;19749930;NA
1677;Octubre;Jueves;20H - 21H;20972;314260;14.98;19749330;NA
1680;Octubre;Jueves;23H - 24H;8400;117100;13.94;19748430;NA
1683;Octubre;Viernes;01H - 02H;3460;47348;13.68;19747830;NA
1687;Octubre;Viernes;05H - 06H;1300;20800;16.0;19746630;NA
1688;Octubre;Viernes;06H - 07H;2868;42064;14.67;19746330;NA
1690;Octubre;Viernes;08H - 09H;16992;286716;16.87;19745730;NA
1692;Octubre;Viernes;10H - 11H;13304;583676;43.87;19745130;NA
1695;Octubre;Viernes;13H - 14H;18796;308764;16.43;19744230;NA
1696;Octubre;Viernes;14H - 15H;26988;451440;16.73;19743930;NA
1697;Octubre;Viernes;15H - 16H;20592;276876;13.45;19743630;NA
1701;Octubre;Viernes;19H - 20H;21076;338956;16.08;19742430;NA
1704;Octubre;Viernes;22H - 23H;11936;254552;21.33;19741530;NA
1705;Octubre;Viernes;23H - 24H;10352;169352;16.36;19741230;NA
1708;Octubre;Sabado;01H - 02H;9296;134484;14.47;19740630;NA
1709;Octubre;Sábado;02H - 03H;6904;107548;15.58;19740330;NA
1715;Octubre;Sábado;08H - 09H;6712;190872;28.44;19738530;NA
1716;Octubre;Sábado;09H - 10H;9964;182204;18.29;19738230;NA
1720;Octubre;Sábado;13H - 14H;16864;282476;16.75;19737030;NA
1721;Octubre;Sábado;14H - 15H;16168;295688;18.29;19736730;NA
1730;Octubre;Sábado;23H - 24H;13416;205436;15.31;19734030;NA
1735;Octubre;Domingo;03H - 04H;4872;75188;15.43;19732830;NA
1738;Octubre;Domingo;06H - 07H;2536;60688;23.93;19731930;NA
1743;Octubre;Domingo;11H - 12H;13284;235660;17.74;19730430;NA
1753;Octubre;Domingo;21H - 22H;11192;180904;16.16;19727430;NA
1759;Noviembre;Lunes;01H - 02H;1224;18472;15.09;19726230;NA
1761;Noviembre;Lunes;03H - 04H;268;3508;13.09;19725630;NA
1765;Noviembre;Lunes;07H - 08H;14508;186112;12.83;19724430;NA
1766;Noviembre;Lunes;08H - 09H;19072;462604;24.26;19724130;NA
1768;Noviembre;Lunes;10H - 11H;10936;433524;39.64;19723530;NA
1769;Noviembre;Lunes;11H - 12H;11548;501880;43.46;19723230;NA
1770;Noviembre;Lunes;12H - 13H;12860;347968;27.06;19722930;NA
1771;Noviembre;Lunes;13H - 14H;15792;354252;22.43;19722630;NA
1773;Noviembre;Lunes;15H - 16H;19900;263728;13.25;19722030;NA
1778;Noviembre;Lunes;20H - 21H;15504;212380;13.7;19720530;NA
1779;Noviembre;Lunes;21H - 22H;10516;142948;13.59;19720230;NA
1780;Noviembre;Lunes;22H - 23H;6384;89100;13.96;19719930;NA
1781;Noviembre;Lunes;23H - 24H;4268;57748;13.53;19719630;NA
1785;Noviembre;Martes;02H - 03H;1984;32040;16.15;19718730;NA
1791;Noviembre;Martes;08H - 09H;21372;372292;17.42;19716930;NA
1793;Noviembre;Martes;10H - 11H;14772;249008;16.86;19716330;NA
1797;Noviembre;Martes;14H - 15H;26340;359828;13.66;19715130;NA
1802;Noviembre;Martes;19H - 20H;21360;313152;14.66;19713630;NA
1803;Noviembre;Martes;20H - 21H;19084;248112;13.0;19713330;NA
1805;Noviembre;Martes;22H - 23H;8156;215736;26.45;19712730;NA
1810;Noviembre;Miércoles;02H - 03H;944;16880;17.88;19711530;NA
1811;Noviembre;Miércoles;03H - 04H;408;8916;21.85;19711230;NA
1816;Noviembre;Miércoles;08H - 09H;22176;419356;18.91;19709730;NA
1817;Noviembre;Miércoles;09H - 10H;16524;323664;19.59;19709430;NA
1818;Noviembre;Miércoles;10H - 11H;13528;202464;14.97;19709130;NA
1819;Noviembre;Miércoles;11H - 12H;14276;450964;31.59;19708830;NA
1822;Noviembre;Miércoles;14H - 15H;28156;358172;12.72;19707930;NA
1824;Noviembre;Miércoles;16H - 17H;19592;295652;15.09;19707330;NA
1825;Noviembre;Miércoles;17H - 18H;22060;294008;13.33;19707030;NA
1826;Noviembre;Miércoles;18H - 19H;24200;334800;13.83;19706730;NA
1829;Noviembre;Miércoles;21H - 22H;14500;203008;14.0;19705830;NA
1830;Noviembre;Miércoles;22H - 23H;10116;139656;13.81;19705530;NA
1831;Noviembre;Miércoles;23H - 24H;7264;109384;15.06;19705230;NA
1837;Noviembre;Jueves;04H - 05H;448;5316;11.87;19703730;NA
1840;Noviembre;Jueves;07H - 08H;15900;248496;15.63;19702830;NA
1842;Noviembre;Jueves;09H - 10H;14552;211736;14.55;19702230;NA
1843;Noviembre;Jueves;10H - 11H;12944;493772;38.15;19701930;NA
1844;Noviembre;Jueves;11H - 12H;12856;777348;60.47;19701630;NA
1846;Noviembre;Jueves;13H - 14H;16868;502780;29.81;19701030;NA
1847;Noviembre;Jueves;14H - 15H;23220;292364;12.59;19700730;NA
1850;Noviembre;Jueves;17H - 18H;20620;276492;13.41;19699830;NA
1854;Noviembre;Jueves;21H - 22H;10748;135684;12.62;19698630;NA
1855;Noviembre;Jueves;22H - 23H;8060;112700;13.98;19698330;NA
1858;Noviembre;Viernes;00H - 01H;4828;69116;14.32;19697730;NA
1862;Noviembre;Viernes;04H - 05H;892;12496;14.01;19696530;NA
1864;Noviembre;Viernes;06H - 07H;3236;45008;13.91;19695930;NA
1868;Noviembre;Viernes;10H - 11H;9592;1025168;106.88;19694730;NA
1871;Noviembre;Viernes;13H - 14H;13580;215968;15.9;19693830;NA
1874;Noviembre;Viernes;16H - 17H;13876;322792;23.26;19692930;NA
1877;Noviembre;Viernes;19H - 20H;15804;227832;14.42;19692030;NA
1878;Noviembre;Viernes;20H - 21H;14156;235564;16.64;19691730;NA
1879;Noviembre;Viernes;21H - 22H;11548;148520;12.86;19691430;NA
1881;Noviembre;Viernes;23H - 24H;7836;126444;16.14;19690830;NA
1883;Noviembre;Sabado;00H - 01H;7928;110908;13.99;19690530;NA
1886;Noviembre;Sábado;03H - 04H;3904;78980;20.23;19689630;NA
1887;Noviembre;Sábado;04H - 05H;2792;49948;17.89;19689330;NA
1889;Noviembre;Sábado;06H - 07H;1976;25088;12.7;19688730;NA
1890;Noviembre;Sábado;07H - 08H;2064;26132;12.66;19688430;NA
1892;Noviembre;Sábado;09H - 10H;7360;93188;12.66;19687830;NA
1893;Noviembre;Sábado;10H - 11H;7456;205684;27.59;19687530;NA
1899;Noviembre;Sábado;16H - 17H;11588;178616;15.41;19685730;NA
1910;Noviembre;Domingo;02H - 03H;3884;69004;17.77;19682730;NA
1911;Noviembre;Domingo;03H - 04H;3668;67768;18.48;19682430;NA
1915;Noviembre;Domingo;07H - 08H;2148;30004;13.97;19681230;NA
1920;Noviembre;Domingo;12H - 13H;10324;169568;16.42;19679730;NA
1922;Noviembre;Domingo;14H - 15H;10400;166404;16.0;19679130;NA
1923;Noviembre;Domingo;15H - 16H;9176;158200;17.24;19678830;NA
1924;Noviembre;Domingo;16H - 17H;10920;161704;14.81;19678530;NA
1926;Noviembre;Domingo;18H - 19H;11272;169792;15.06;19677930;NA
1927;Noviembre;Domingo;19H - 20H;10776;151516;14.06;19677630;NA
1929;Noviembre;Domingo;21H - 22H;6300;98588;15.65;19677030;NA
1931;Noviembre;Domingo;23H - 24H;4720;77072;16.33;19676430;NA
1936;Diciembre;Lunes;02H - 03H;728;9992;13.73;19675530;NA
1942;Diciembre;Lunes;08H - 09H;12460;241048;19.35;19673730;NA
1945;Diciembre;Lunes;11H - 12H;9204;302316;32.85;19672830;NA
1947;Diciembre;Lunes;13H - 14H;11184;210384;18.81;19672230;NA
1949;Diciembre;Lunes;15H - 16H;14236;187956;13.2;19671630;NA
1950;Diciembre;Lunes;16H - 17H;12268;177980;14.51;19671330;NA
1951;Diciembre;Lunes;17H - 18H;13560;179048;13.2;19671030;NA
1953;Diciembre;Lunes;19H - 20H;14028;352760;25.15;19670430;NA
1954;Diciembre;Lunes;20H - 21H;11944;206484;17.29;19670130;NA
1955;Diciembre;Lunes;21H - 22H;8388;99216;11.83;19669830;NA
1957;Diciembre;Lunes;23H - 24H;3668;55940;15.25;19669230;NA
1960;Diciembre;Martes;01H - 02H;1624;24776;15.26;19668630;NA
1962;Diciembre;Martes;03H - 04H;644;8760;13.6;19668030;NA
1963;Diciembre;Martes;04H - 05H;496;6416;12.94;19667730;NA
1965;Diciembre;Martes;06H - 07H;2148;29772;13.86;19667130;NA
1966;Diciembre;Martes;07H - 08H;8172;117948;14.43;19666830;NA
1967;Diciembre;Martes;08H - 09H;10876;155976;14.34;19666530;NA
1970;Diciembre;Martes;11H - 12H;8928;158360;17.74;19665630;NA
1972;Diciembre;Martes;13H - 14H;11132;187196;16.82;19665030;NA
1974;Diciembre;Martes;15H - 16H;12692;172192;13.57;19664430;NA
1976;Diciembre;Martes;17H - 18H;10024;138280;13.79;19663830;NA
1978;Diciembre;Martes;19H - 20H;12176;272064;22.34;19663230;NA
1979;Diciembre;Martes;20H - 21H;10012;131032;13.09;19662930;NA
1981;Diciembre;Martes;22H - 23H;5204;67380;12.95;19662330;NA
1984;Diciembre;Miercoles;00H - 01H;3304;46216;13.99;19661730;NA
1987;Diciembre;Miércoles;03H - 04H;664;9996;15.05;19660830;NA
1988;Diciembre;Miércoles;04H - 05H;384;4360;11.35;19660530;NA
1997;Diciembre;Miércoles;13H - 14H;10780;224544;20.83;19657830;NA
2000;Diciembre;Miércoles;16H - 17H;13468;174216;12.94;19656930;NA
2007;Diciembre;Miércoles;23H - 24H;5296;78104;14.75;19654830;NA
2013;Diciembre;Jueves;04H - 05H;772;16100;20.85;19653330;NA
2014;Diciembre;Jueves;05H - 06H;1192;22548;18.92;19653030;NA
2015;Diciembre;Jueves;06H - 07H;2828;39464;13.95;19652730;NA
2017;Diciembre;Jueves;08H - 09H;14852;298088;20.07;19652130;NA
2025;Diciembre;Jueves;16H - 17H;14308;185028;12.93;19649730;NA
2027;Diciembre;Jueves;18H - 19H;17080;232752;13.63;19649130;NA
2031;Diciembre;Jueves;22H - 23H;7024;95884;13.65;19647930;NA
2032;Diciembre;Jueves;23H - 24H;5780;122500;21.19;19647630;NA
2035;Diciembre;Viernes;01H - 02H;3088;42112;13.64;19647030;NA
2037;Diciembre;Viernes;03H - 04H;1420;19476;13.72;19646430;NA
2038;Diciembre;Viernes;04H - 05H;1076;18940;17.6;19646130;NA
2039;Diciembre;Viernes;05H - 06H;1648;22680;13.76;19645830;NA
2040;Diciembre;Viernes;06H - 07H;3580;74400;20.78;19645530;NA
2041;Diciembre;Viernes;07H - 08H;10820;355296;32.84;19645230;NA
2043;Diciembre;Viernes;09H - 10H;11540;153600;13.31;19644630;NA
2049;Diciembre;Viernes;15H - 16H;15148;223312;14.74;19642830;NA
2051;Diciembre;Viernes;17H - 18H;14220;347040;24.41;19642230;NA
2052;Diciembre;Viernes;18H - 19H;14484;347348;23.98;19641930;NA
2054;Diciembre;Viernes;20H - 21H;13168;205560;15.61;19641330;NA
2056;Diciembre;Viernes;22H - 23H;7116;135212;19.0;19640730;NA
2063;Diciembre;Sábado;04H - 05H;2776;42504;15.31;19638930;NA
2065;Diciembre;Sábado;06H - 07H;2052;28936;14.1;19638330;NA
2067;Diciembre;Sábado;08H - 09H;4204;50660;12.05;19637730;NA
2075;Diciembre;Sábado;16H - 17H;10316;170468;16.52;19635330;NA
2076;Diciembre;Sábado;17H - 18H;10816;180616;16.7;19635030;NA
2077;Diciembre;Sábado;18H - 19H;10928;178560;16.34;19634730;NA
2078;Diciembre;Sábado;19H - 20H;10940;153388;14.02;19634430;NA
2080;Diciembre;Sábado;21H - 22H;6220;78332;12.59;19633830;NA
2081;Diciembre;Sábado;22H - 23H;5876;92676;15.77;19633530;NA
2082;Diciembre;Sábado;23H - 24H;5584;86956;15.57;19633230;NA
2085;Diciembre;Domingo;01H - 02H;4204;69820;16.61;19632630;NA
2086;Diciembre;Domingo;02H - 03H;2692;40800;15.16;19632330;NA
2087;Diciembre;Domingo;03H - 04H;2488;46500;18.69;19632030;NA
2088;Diciembre;Domingo;04H - 05H;1892;39624;20.94;19631730;NA
2090;Diciembre;Domingo;06H - 07H;1420;34228;24.1;19631130;NA
2091;Diciembre;Domingo;07H - 08H;1908;46376;24.31;19630830;NA
2092;Diciembre;Domingo;08H - 09H;2268;56364;24.85;19630530;NA
2094;Diciembre;Domingo;10H - 11H;4168;77960;18.7;19629930;NA
2096;Diciembre;Domingo;12H - 13H;6320;136212;21.55;19629330;NA
2098;Diciembre;Domingo;14H - 15H;6964;111200;15.97;19628730;NA
2103;Diciembre;Domingo;19H - 20H;7664;107088;13.97;19627230;NA
2105;Diciembre;Domingo;21H - 22H;4584;59380;12.95;19626630;NA
2106;Diciembre;Domingo;22H - 23H;3912;56400;14.42;19626330;NA
4;Enero;Lunes;03H - 04H;372;4964;13.34;20229630;NA
5;Enero;Lunes;04H - 05H;364;5268;14.47;20229330;NA
6;Enero;Lunes;05H - 06H;836;10788;12.9;20229030;NA
7;Enero;Lunes;06H - 07H;2996;85760;28.62;20228730;NA
10;Enero;Lunes;09H - 10H;9748;167796;17.21;20227830;NA
12;Enero;Lunes;11H - 12H;9620;222184;23.1;20227230;NA
13;Enero;Lunes;12H - 13H;10148;328324;32.35;20226930;NA
16;Enero;Lunes;15H - 16H;15024;203768;13.56;20226030;NA
21;Enero;Lunes;20H - 21H;10900;165400;15.17;20224530;NA
23;Enero;Lunes;22H - 23H;4116;59492;14.45;20223930;NA
29;Enero;Martes;04H - 05H;212;2420;11.42;20222130;NA
33;Enero;Martes;08H - 09H;10020;185000;18.46;20220930;NA
34;Enero;Martes;09H - 10H;7564;187424;24.78;20220630;NA
35;Enero;Martes;10H - 11H;6276;127252;20.28;20220330;NA
36;Enero;Martes;11H - 12H;7640;178528;23.37;20220030;NA
43;Enero;Martes;18H - 19H;12004;219128;18.25;20217930;NA
45;Enero;Martes;20H - 21H;9608;182088;18.95;20217330;NA
46;Enero;Martes;21H - 22H;6460;92708;14.35;20217030;NA
52;Enero;Miércoles;03H - 04H;264;3064;11.61;20215230;NA
53;Enero;Miércoles;04H - 05H;144;1604;11.14;20214930;NA
54;Enero;Miércoles;05H - 06H;532;6452;12.13;20214630;NA
56;Enero;Miércoles;07H - 08H;7548;124700;16.52;20214030;NA
57;Enero;Miércoles;08H - 09H;11264;275896;24.49;20213730;NA
63;Enero;Miércoles;14H - 15H;13860;186236;13.44;20211930;NA
68;Enero;Miércoles;19H - 20H;11332;361928;31.94;20210430;NA
70;Enero;Miércoles;21H - 22H;6596;80596;12.22;20209830;NA
76;Enero;Jueves;03H - 04H;364;5620;15.44;20208030;NA
84;Enero;Jueves;11H - 12H;7136;249560;34.97;20205630;NA
91;Enero;Jueves;18H - 19H;10812;277924;25.71;20203530;NA
99;Enero;Viernes;01H - 02H;1048;12728;12.15;20201430;NA
101;Enero;Viernes;03H - 04H;428;6568;15.35;20200830;NA
102;Enero;Viernes;04H - 05H;304;3848;12.66;20200530;NA
104;Enero;Viernes;06H - 07H;2156;114352;53.04;20199930;NA
106;Enero;Viernes;08H - 09H;10044;201260;20.04;20199330;NA
107;Enero;Viernes;09H - 10H;7592;115668;15.24;20199030;NA
108;Enero;Viernes;10H - 11H;7304;338384;46.33;20198730;NA
110;Enero;Viernes;12H - 13H;8020;363380;45.31;20198130;NA
111;Enero;Viernes;13H - 14H;9744;154308;15.84;20197830;NA
112;Enero;Viernes;14H - 15H;14380;217200;15.1;20197530;NA
117;Enero;Viernes;19H - 20H;10316;157132;15.23;20196030;NA
118;Enero;Viernes;20H - 21H;9360;126000;13.46;20195730;NA
124;Enero;Sabado;01H - 02H;3328;110260;33.13;20194230;NA
126;Enero;Sábado;03H - 04H;1636;23144;14.15;20193630;NA
127;Enero;Sábado;04H - 05H;1492;23848;15.98;20193330;NA
129;Enero;Sábado;06H - 07H;1488;23284;15.65;20192730;NA
133;Enero;Sábado;10H - 11H;5348;108976;20.38;20191530;NA
136;Enero;Sábado;13H - 14H;9652;181256;18.78;20190630;NA
139;Enero;Sábado;16H - 17H;8860;182876;20.64;20189730;NA
140;Enero;Sábado;17H - 18H;9484;165376;17.44;20189430;NA
141;Enero;Sábado;18H - 19H;8776;126008;14.36;20189130;NA
143;Enero;Sábado;20H - 21H;7524;102732;13.65;20188530;NA
144;Enero;Sábado;21H - 22H;6128;81428;13.29;20188230;NA
146;Enero;Sábado;23H - 24H;4268;67200;15.75;20187630;NA
148;Enero;Domingo;00H - 01H;4416;61032;13.82;20187330;NA
149;Enero;Domingo;01H - 02H;2764;35316;12.78;20187030;NA
151;Enero;Domingo;03H - 04H;1316;16276;12.37;20186430;NA
154;Enero;Domingo;06H - 07H;844;11748;13.92;20185530;NA
158;Enero;Domingo;10H - 11H;5112;85984;16.82;20184330;NA
159;Enero;Domingo;11H - 12H;6624;109168;16.48;20184030;NA
164;Enero;Domingo;16H - 17H;6976;113228;16.23;20182530;NA
166;Enero;Domingo;18H - 19H;7828;118404;15.13;20181930;NA
170;Enero;Domingo;22H - 23H;3164;41812;13.21;20180730;NA
177;Febrero;Lunes;03H - 04H;416;5192;12.48;20179230;NA
179;Febrero;Lunes;05H - 06H;716;8192;11.44;20178630;NA
194;Febrero;Lunes;20H - 21H;13288;205660;15.48;20174130;NA
195;Febrero;Lunes;21H - 22H;8612;110448;12.82;20173830;NA
196;Febrero;Lunes;22H - 23H;4992;61356;12.29;20173530;NA
208;Febrero;Martes;09H - 10H;11876;254596;21.44;20170230;NA
212;Febrero;Martes;13H - 14H;13372;261824;19.58;20169030;NA
213;Febrero;Martes;14H - 15H;19564;292372;14.94;20168730;NA
215;Febrero;Martes;16H - 17H;13536;222268;16.42;20168130;NA
219;Febrero;Martes;20H - 21H;13104;199660;15.24;20166930;NA
224;Febrero;Miercoles;00H - 01H;2424;37244;15.36;20165730;NA
226;Febrero;Miércoles;02H - 03H;516;9252;17.93;20165130;NA
227;Febrero;Miércoles;03H - 04H;456;6228;13.66;20164830;NA
228;Febrero;Miércoles;04H - 05H;348;4516;12.98;20164530;NA
230;Febrero;Miércoles;06H - 07H;2540;66056;26.01;20163930;NA
238;Febrero;Miércoles;14H - 15H;19944;285180;14.3;20161530;NA
241;Febrero;Miércoles;17H - 18H;15452;294332;19.05;20160630;NA
245;Febrero;Miércoles;21H - 22H;8916;123004;13.8;20159430;NA
249;Febrero;Jueves;00H - 01H;2500;38080;15.23;20158530;NA
252;Febrero;Jueves;03H - 04H;596;8524;14.3;20157630;NA
257;Febrero;Jueves;08H - 09H;16108;287844;17.87;20156130;NA
259;Febrero;Jueves;10H - 11H;9740;171460;17.6;20155530;NA
263;Febrero;Jueves;14H - 15H;19680;287956;14.63;20154330;NA
266;Febrero;Jueves;17H - 18H;15540;234372;15.08;20153430;NA
267;Febrero;Jueves;18H - 19H;16112;356240;22.11;20153130;NA
268;Febrero;Jueves;19H - 20H;15716;272800;17.36;20152830;NA
271;Febrero;Jueves;22H - 23H;5296;83568;15.78;20151930;NA
272;Febrero;Jueves;23H - 24H;4236;61628;14.55;20151630;NA
275;Febrero;Viernes;01H - 02H;1628;22756;13.98;20151030;NA
277;Febrero;Viernes;03H - 04H;816;11328;13.88;20150430;NA
282;Febrero;Viernes;08H - 09H;12680;310624;24.5;20148930;NA
283;Febrero;Viernes;09H - 10H;9828;235384;23.95;20148630;NA
286;Febrero;Viernes;12H - 13H;10188;316360;31.05;20147730;NA
287;Febrero;Viernes;13H - 14H;12540;206920;16.5;20147430;NA
288;Febrero;Viernes;14H - 15H;19084;328824;17.23;20147130;NA
289;Febrero;Viernes;15H - 16H;13716;214348;15.63;20146830;NA
291;Febrero;Viernes;17H - 18H;12800;218544;17.07;20146230;NA
310;Febrero;Sábado;11H - 12H;6416;117788;18.36;20140830;NA
313;Febrero;Sábado;14H - 15H;7412;112668;15.2;20139930;NA
317;Febrero;Sábado;18H - 19H;7324;113280;15.47;20138730;NA
319;Febrero;Sábado;20H - 21H;7664;121156;15.81;20138130;NA
322;Febrero;Sábado;23H - 24H;4332;69772;16.11;20137230;NA
325;Febrero;Domingo;01H - 02H;3208;51920;16.18;20136630;NA
326;Febrero;Domingo;02H - 03H;2440;39832;16.32;20136330;NA
330;Febrero;Domingo;06H - 07H;984;19104;19.41;20135130;NA
336;Febrero;Domingo;12H - 13H;7272;135684;18.66;20133330;NA
337;Febrero;Domingo;13H - 14H;7756;156876;20.23;20133030;NA
339;Febrero;Domingo;15H - 16H;6560;132740;20.23;20132430;NA
342;Febrero;Domingo;18H - 19H;8284;131068;15.82;20131530;NA
343;Febrero;Domingo;19H - 20H;6448;107064;16.6;20131230;NA
347;Febrero;Domingo;23H - 24H;3400;45616;13.42;20130030;NA
352;Marzo;Lunes;02H - 03H;496;7016;14.15;20129130;NA
354;Marzo;Lunes;04H - 05H;380;5532;14.56;20128530;NA
355;Marzo;Lunes;05H - 06H;592;15544;26.26;20128230;NA
358;Marzo;Lunes;08H - 09H;7168;172872;24.12;20127330;NA
359;Marzo;Lunes;09H - 10H;5380;106100;19.72;20127030;NA
360;Marzo;Lunes;10H - 11H;5292;168964;31.93;20126730;NA
362;Marzo;Lunes;12H - 13H;6424;388868;60.53;20126130;NA
363;Marzo;Lunes;13H - 14H;7936;226368;28.52;20125830;NA
364;Marzo;Lunes;14H - 15H;12080;176600;14.62;20125530;NA
368;Marzo;Lunes;18H - 19H;7172;156736;21.85;20124330;NA
369;Marzo;Lunes;19H - 20H;7324;180412;24.63;20124030;NA
373;Marzo;Lunes;23H - 24H;1892;30340;16.04;20122830;NA
377;Marzo;Martes;02H - 03H;372;5944;15.98;20121930;NA
380;Marzo;Martes;05H - 06H;688;8664;12.59;20121030;NA
382;Marzo;Martes;07H - 08H;10572;250380;23.68;20120430;NA
385;Marzo;Martes;10H - 11H;9552;250352;26.21;20119530;NA
388;Marzo;Martes;13H - 14H;14168;424936;29.99;20118630;NA
389;Marzo;Martes;14H - 15H;21044;271972;12.92;20118330;NA
393;Marzo;Martes;18H - 19H;18256;298580;16.36;20117130;NA
396;Marzo;Martes;21H - 22H;9752;141228;14.48;20116230;NA
397;Marzo;Martes;22H - 23H;5872;88012;14.99;20115930;NA
398;Marzo;Martes;23H - 24H;4400;65948;14.99;20115630;NA
403;Marzo;Miércoles;03H - 04H;1076;15696;14.59;20114430;NA
405;Marzo;Miércoles;05H - 06H;1360;16992;12.49;20113830;NA
412;Marzo;Miércoles;12H - 13H;12160;443644;36.48;20111730;NA
414;Marzo;Miércoles;14H - 15H;19812;285988;14.44;20111130;NA
417;Marzo;Miércoles;17H - 18H;13740;220040;16.01;20110230;NA
420;Marzo;Miércoles;20H - 21H;12144;178044;14.66;20109330;NA
425;Marzo;Jueves;00H - 01H;3256;46576;14.3;20108130;NA
426;Marzo;Jueves;01H - 02H;1584;20880;13.18;20107830;NA
429;Marzo;Jueves;04H - 05H;724;9612;13.28;20106930;NA
432;Marzo;Jueves;07H - 08H;9348;222628;23.82;20106030;NA
433;Marzo;Jueves;08H - 09H;13236;229612;17.35;20105730;NA
435;Marzo;Jueves;10H - 11H;8876;263416;29.68;20105130;NA
437;Marzo;Jueves;12H - 13H;10596;499820;47.17;20104530;NA
438;Marzo;Jueves;13H - 14H;12368;312888;25.3;20104230;NA
439;Marzo;Jueves;14H - 15H;18060;242120;13.41;20103930;NA
440;Marzo;Jueves;15H - 16H;15388;217280;14.12;20103630;NA
442;Marzo;Jueves;17H - 18H;13092;186516;14.25;20103030;NA
448;Marzo;Jueves;23H - 24H;4424;67548;15.27;20101230;NA
452;Marzo;Viernes;02H - 03H;1004;13548;13.49;20100330;NA
453;Marzo;Viernes;03H - 04H;936;13756;14.7;20100030;NA
455;Marzo;Viernes;05H - 06H;848;29872;35.23;20099430;NA
456;Marzo;Viernes;06H - 07H;1956;97060;49.62;20099130;NA
457;Marzo;Viernes;07H - 08H;6636;194640;29.33;20098830;NA
459;Marzo;Viernes;09H - 10H;7624;262056;34.37;20098230;NA
466;Marzo;Viernes;16H - 17H;8956;138784;15.5;20096130;NA
467;Marzo;Viernes;17H - 18H;8832;146812;16.62;20095830;NA
471;Marzo;Viernes;21H - 22H;6036;92776;15.37;20094630;NA
472;Marzo;Viernes;22H - 23H;4380;60480;13.81;20094330;NA
476;Marzo;Sabado;01H - 02H;2512;48160;19.17;20093430;NA
480;Marzo;Sábado;05H - 06H;1524;20416;13.4;20092230;NA
483;Marzo;Sábado;08H - 09H;2940;45364;15.43;20091330;NA
491;Marzo;Sábado;16H - 17H;6316;97636;15.46;20088930;NA
503;Marzo;Domingo;03H - 04H;2672;47688;17.85;20085630;NA
505;Marzo;Domingo;05H - 06H;1508;46580;30.89;20085030;NA
506;Marzo;Domingo;06H - 07H;1124;17548;15.61;20084730;NA
507;Marzo;Domingo;07H - 08H;1124;13680;12.17;20084430;NA
511;Marzo;Domingo;11H - 12H;4672;75260;16.11;20083230;NA
514;Marzo;Domingo;14H - 15H;5468;114668;20.97;20082330;NA
517;Marzo;Domingo;17H - 18H;5484;97652;17.81;20081430;NA
530;Abril;Lunes;04H - 05H;552;11496;20.83;20078130;NA
531;Abril;Lunes;05H - 06H;596;16288;27.33;20077830;NA
532;Abril;Lunes;06H - 07H;1732;53204;30.72;20077530;NA
539;Abril;Lunes;13H - 14H;8392;204320;24.35;20075430;NA
541;Abril;Lunes;15H - 16H;9460;153796;16.26;20074830;NA
545;Abril;Lunes;19H - 20H;9796;148496;15.16;20073630;NA
546;Abril;Lunes;20H - 21H;8448;123332;14.6;20073330;NA
548;Abril;Lunes;22H - 23H;3708;52360;14.12;20072730;NA
554;Abril;Martes;03H - 04H;260;4004;15.4;20071230;NA
557;Abril;Martes;06H - 07H;2404;63000;26.21;20070330;NA
559;Abril;Martes;08H - 09H;12500;265132;21.21;20069730;NA
567;Abril;Martes;16H - 17H;7960;115156;14.47;20067330;NA
570;Abril;Martes;19H - 20H;10948;185968;16.99;20066430;NA
571;Abril;Martes;20H - 21H;10088;137668;13.65;20066130;NA
574;Abril;Martes;23H - 24H;3036;46940;15.46;20065230;NA
577;Abril;Miercoles;01H - 02H;884;12184;13.78;20064630;NA
586;Abril;Miércoles;10H - 11H;6696;317784;47.46;20061930;NA
587;Abril;Miércoles;11H - 12H;7840;299592;38.21;20061630;NA
590;Abril;Miércoles;14H - 15H;11104;147636;13.3;20060730;NA
591;Abril;Miércoles;15H - 16H;9424;232816;24.7;20060430;NA
593;Abril;Miércoles;17H - 18H;7416;142764;19.25;20059830;NA
594;Abril;Miércoles;18H - 19H;8340;227232;27.25;20059530;NA
602;Abril;Jueves;01H - 02H;976;14280;14.63;20057430;NA
